recordId,callKey,callDateTime,priority,district,description,callNumber,incidentLocation,location,Neighborhood,PoliceDistrict,PolicePost,CouncilDistrict,SheriffDistricts,CommunityStatisticalAreas,Census_Tracts,VRIZones,ZIPCode,NeedsSync,IsDeleted,ESRI_OID,lat,lng,datetime,date,dotw,week,time
10477033,5901020A6252A2DE,2022/04/10 05:26:00+00,High,ND,OVERDOSE,P221000865,3900 ROLAND AV,3900 ROLAND AV BALTIMORE MD,Hampden,Northern,531,14,D2,Medfield/Hampden/Woodberry/Remington,Census Tract 1307,NA,21211,1,0,236002,39.336345,-76.634153,2022-04-10T05:26:00Z,2022-04-10,1,15,05:26:00
10482628,5901020A6254878C,2022/04/11 15:54:00+00,High,NE,OVERDOSE,P221012570,6200 CARTER AV,6200 CARTER AV BALTIMORE MD,Westfield,Northeastern,424,3,D4,Hamilton,Census Tract 2705.02,NA,21214,1,0,236069,39.355736,-76.54799,2022-04-11T15:54:00Z,2022-04-11,2,15,15:54:00
10485869,5901020A6255978B,2022/04/12 11:15:00+00,High,SW,OVERDOSE,P221021546,600 S BENTALOU ST,600 S BENTALOU ST BALTIMORE MD,Carrollton Ridge,Southwestern,841,9,D8,Southwest Baltimore,Census Tract 2005,Tri-District,21223,1,0,236113,39.280277,-76.651851,2022-04-12T11:15:00Z,2022-04-12,3,15,11:15:00
10493283,5901020A6257A534,2022/04/14 00:38:00+00,High,SD,OVERDOSE,P221040158,S FULTON AV/W PRATT ST,S FULTON AV and W PRATT ST BALTIMORE MD,Union Square,Southern,933,9,D8,Southwest Baltimore,Census Tract 1903,Tri-District,21223,1,0,236228,39.319732,-76.649533,2022-04-14T00:38:00Z,2022-04-14,5,15,00:38:00
11112550,5901020A630FF47D,2022/08/31 19:53:00+00,High,CD,OVERDOSE,P222434425,300 W SARATOGA ST,300 W SARATOGA ST BALTIMORE MD,Downtown,Central,111,11,D7,Downtown/Seton Hill,Census Tract 401,NA,21201,1,0,236510,39.292939,-76.620354,2022-08-31T19:53:00Z,2022-08-31,4,35,19:53:00
10208893,5901020A61FEF17A,2022/02/05 16:51:00+00,High,SW,OVERDOSE,P220362889,2500 WASHINGTON BL,2500 WASHINGTON BL BALTIMORE MD,Morrell Park,Southwestern,831,10,D7,Morrell Park/Violetville,Census Tract 2503.03,NA,21230,1,0,236653,39.266949,-76.652497,2022-02-05T16:51:00Z,2022-02-05,7,6,16:51:00
10209891,5901020A61FF464C,2022/02/05 22:53:00+00,High,SE,OVERDOSE,P220363956,6200 PLANTVIEW WY,6200 PLANTVIEW WY BALTIMORE MD,O'Donnell Heights,Southeastern,243,1,D6,Southeastern,Census Tract 2606.04,NA,21224,1,0,236677,39.2771743,-76.5409497,2022-02-05T22:53:00Z,2022-02-05,7,6,22:53:00
10212176,5901020A62001600,2022/02/06 13:40:00+00,High,ND,OVERDOSE,P220372120,GREENMOUNT AV/E 0TH ST,GREENMOUNT AV and E 0TH ST BALTIMORE MD,Better Waverly,Northern,513,14,D5,The Waverlies,Census Tract 904,NA,21218,1,0,236718,39.311382,-76.608854,2022-02-06T13:40:00Z,2022-02-06,1,6,13:40:00
10219139,5901020A620285DC,2022/02/08 10:01:00+00,High,SE,OVERDOSE,P220391737,6600 BUSHEY ST,6600 BUSHEY ST BALTIMORE MD,Graceland Park,Southeastern,243,1,D6,Orangeville/East Highlandtown,Census Tract 2605.01,NA,21224,1,0,236800,39.282537,-76.536026,2022-02-08T10:01:00Z,2022-02-08,3,6,10:01:00
10225108,5901020A62045027,2022/02/09 18:37:00+00,High,SD,OVERDOSE,P220403505,4200 DORIS AV,4200 DORIS AV BALTIMORE MD,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.02,NA,21225,1,0,236854,39.229103,-76.604703,2022-02-09T18:37:00Z,2022-02-09,4,6,18:37:00
10503383,5901020A625AE3BB,2022/04/16 11:41:00+00,High,NE,OVERDOSE,P221061869,3800 GLENARM AV,3800 GLENARM AV BALTIMORE MD,Glenham-Belhar,Northeastern,425,2,D4,Hamilton,Census Tract 2704.01,NA,21206,1,0,236990,39.349268,-76.545536,2022-04-16T11:41:00Z,2022-04-16,7,16,11:41:00
10506670,5901020A625BCF07,2022/04/17 04:25:00+00,High,SE,OVERDOSE,P221070751,800 S BOND ST,800 S BOND ST BALTIMORE MD,Fells Point,Southeastern,213,1,D7,Fells Point,Census Tract 203,NA,21231,1,0,237048,39.28239,-76.595278,2022-04-17T04:25:00Z,2022-04-17,1,16,04:25:00
10513374,5901020A625E03C8,2022/04/18 20:35:00+00,High,SD,OVERDOSE,P221083689,3600 6TH ST,3600 6TH ST BALTIMORE MD,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,Brooklyn,21225,1,0,237141,39.236055,-76.602699,2022-04-18T20:35:00Z,2022-04-18,2,16,20:35:00
10514896,5901020A625E839D,2022/04/19 05:40:00+00,High,ED,OVERDOSE,P221090955,E 0TH ST/HARFORD RD,E 0TH ST and HARFORD RD BALTIMORE MD,Darley Park,Eastern,342,14,D5,Clifton-Berea,Census Tract 805,Eastern1,21218,1,0,237164,39.319732,-76.649533,2022-04-19T05:40:00Z,2022-04-19,3,16,05:40:00
11122944,5901020A63129683,2022/09/02 19:49:00+00,High,WD,OVERDOSE,P222454453,WOODBROOK AV/TRACTION ST,WOODBROOK AV and TRACTION ST BALTIMORE MD,Penn North,Western,733,7,D2,Penn North/Reservoir Hill,Census Tract 1303,Western,21217,1,0,237247,39.319732,-76.649533,2022-09-02T19:49:00Z,2022-09-02,6,35,19:49:00
11125471,5901020A63137BA1,2022/09/03 12:06:00+00,High,CD,OVERDOSE,P222461870,PENNSYLVANIA AV/SANFORD PL,PENNSYLVANIA AV and SANFORD PL BALTIMORE MD,Druid Heights,Central,131,7,D9,Upton/Druid Heights,Census Tract 1501,Western,21217,1,0,237314,39.319732,-76.649533,2022-09-03T12:06:00Z,2022-09-03,7,36,12:06:00
10229542,5901020A6205C65A,2022/02/10 21:13:00+00,High,SW,OVERDOSE,P220413954,FREDERICK AV/S WOODINGTON RD,FREDERICK AV and S WOODINGTON RD BALTIMORE MD,Irvington,Southwestern,833,8,D10,Allendale/Irvington/S. Hilton,Census Tract 2501.02,NA,21229,1,0,237501,39.319732,-76.649533,2022-02-10T21:13:00Z,2022-02-10,5,6,21:13:00
10229925,5901020A6205DF26,2022/02/10 22:59:00+00,High,SE,OVERDOSE,P220414187,400 HORNEL ST,400 HORNEL ST BALTIMORE MD,Bayview,Southeastern,241,1,D6,Orangeville/East Highlandtown,Census Tract 2605.01,NA,21224,1,0,237507,39.289015,-76.540313,2022-02-10T22:59:00Z,2022-02-10,5,6,22:59:00
10521340,5901020A62607725,2022/04/20 17:12:00+00,High,NE,OVERDOSE,P221103385,4400 SHAMROCK AV,4400 SHAMROCK AV BALTIMORE MD,Parkside,Northeastern,442,2,D4,Cedonia/Frankford,Census Tract 2602.02,Northeastern,21206,1,0,237841,39.325377,-76.561268,2022-04-20T17:12:00Z,2022-04-20,4,16,17:12:00
10524256,5901020A62615785,2022/04/21 09:09:00+00,High,SW,OVERDOSE,P221111400,0 N ROCK GLEN RD,0 N ROCK GLEN RD BALTIMORE MD,Westgate,Southwestern,823,8,D10,Beechfield/Ten Hills/West Hills,Census Tract 2804.03,NA,21229,1,0,237878,39.284345,-76.700828,2022-04-21T09:09:00Z,2022-04-21,5,16,09:09:00
10535564,5901020A6264A73A,2022/04/23 21:26:00+00,High,SE,OVERDOSE,P221134138,N MONTFORD AV/ORLEANS ST,N MONTFORD AV and ORLEANS ST BALTIMORE MD,Patterson Place,Southeastern,221,13,D5,Patterson Park North & East,Census Tract 602,NA,21224,1,0,238038,39.319732,-76.649533,2022-04-23T21:26:00Z,2022-04-23,7,17,21:26:00
11135442,5901020A63167C09,2022/09/05 18:45:00+00,High,ED,OVERDOSE,P222483582,N BROADWAY/E BIDDLE ST,N BROADWAY and E BIDDLE ST BALTIMORE MD,Oliver,Eastern,343,12,D5,Oldtown/Middle East,Census Tract 808,NA,21213,1,0,238118,40.031912,-83.01582,2022-09-05T18:45:00Z,2022-09-05,2,36,18:45:00
11138146,5901020A63175E41,2022/09/06 10:50:00+00,High,ED,OVERDOSE,P222491860,E BIDDLE ST/N PATTERSON PARK AV,E BIDDLE ST and N PATTERSON PARK AV BALTIMORE MD,Broadway East,Eastern,331,13,D5,Clifton-Berea,Census Tract 804,Eastern2,21213,1,0,238169,39.319732,-76.649533,2022-09-06T10:50:00Z,2022-09-06,3,36,10:50:00
11139042,5901020A63178957,2022/09/06 13:54:00+00,High,ED,OVERDOSE,P222492800,1200 N BROADWAY,1200 N BROADWAY BALTIMORE MD,Oliver,Eastern,343,12,D5,Oldtown/Middle East,Census Tract 808,NA,21213,1,0,238204,39.304296,-76.594776,2022-09-06T13:54:00Z,2022-09-06,3,36,13:54:00
10246354,5901020A620B73BE,2022/02/15 04:34:00+00,High,SE,OVERDOSE,P220460828,2300 S CLINTON ST,2300 S CLINTON ST BALTIMORE MD,Canton Industrial Area,Southeastern,233,1,D7,Southeastern,Census Tract 2606.05,NA,21224,1,0,238405,39.2719834,-76.569025,2022-02-15T04:34:00Z,2022-02-15,3,7,04:34:00
10257428,5901020A620F0D97,2022/02/17 22:08:00+00,High,ED,OVERDOSE,P220484239,700 BLK N PORT ST,700 BLK N PORT ST BALTIMORE MD,Milton-Montford,Eastern,323,13,D5,Madison/East End,Census Tract 702,Eastern2,21205,1,0,238572,39.319732,-76.649533,2022-02-17T22:08:00Z,2022-02-17,5,7,22:08:00
10538500,5901020A626599A2,2022/04/24 14:40:00+00,High,SD,OVERDOSE,P221142336,2400 ANNAPOLIS RD,2400 ANNAPOLIS RD BALTIMORE MD,Westport,Southern,921,10,D7,Westport/Mount Winans/Lakeland,Census Tract 2503.01,NA,21230,1,0,238686,39.261474,-76.635144,2022-04-24T14:40:00Z,2022-04-24,1,17,14:40:00
10542516,5901020A6266D577,2022/04/25 13:08:00+00,High,SD,OVERDOSE,P221152272,1700 WILKENS AV,1700 WILKENS AV BALTIMORE MD,New Southwest/Mount Clare,Southern,935,9,D8,Southwest Baltimore,Census Tract 1903,Tri-District,21223,1,0,238780,39.283097,-76.644087,2022-04-25T13:08:00Z,2022-04-25,2,17,13:08:00
11149248,5901020A631A4BB8,2022/09/08 16:08:00+00,High,WD,OVERDOSE,P222513449,PENNSYLVANIA AV/W NORTH AV,PENNSYLVANIA AV and W NORTH AV BALTIMORE MD,Penn North,Western,733,7,D9,Penn North/Reservoir Hill,Census Tract 1501,Western,21217,1,0,238951,39.309946,-76.642864,2022-09-08T16:08:00Z,2022-09-08,5,36,16:08:00
11149911,5901020A631A6A18,2022/09/08 18:18:00+00,High,CD,OVERDOSE,P222514099,500 DOLPHIN ST,500 DOLPHIN ST BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1702,Central,21201,1,0,238963,39.300967,-76.628035,2022-09-08T18:18:00Z,2022-09-08,5,36,18:18:00
11159300,5901020A631D08AD,2022/09/10 17:59:00+00,High,ED,OVERDOSE,P222533463,N PORT ST/ASHLAND AV,N PORT ST and ASHLAND AV BALTIMORE MD,Milton-Montford,Eastern,323,13,D5,Madison/East End,Census Tract 702,Eastern2,21205,1,0,239137,39.319732,-76.649533,2022-09-10T17:59:00Z,2022-09-10,7,37,17:59:00
11160726,5901020A631D80C4,2022/09/11 02:31:00+00,High,SW,OVERDOSE,P222540528,5100 DICKEY HILL RD,5100 DICKEY HILL RD BALTIMORE MD,Wakefield,Southwestern,821,8,D9,Dickeyville/Franklintown,Census Tract 2803.01,NA,21207,1,0,239183,39.312987,-76.703288,2022-09-11T02:31:00Z,2022-09-11,1,37,02:31:00
10272423,5901020A62140FF8,2022/02/21 17:19:00+00,High,SW,OVERDOSE,P220522910,WASHINGTON BL/HARMAN AV,WASHINGTON BL and HARMAN AV BALTIMORE MD,Morrell Park,Southwestern,831,10,D7,Morrell Park/Violetville,Census Tract 2503.03,NA,21230,1,0,239430,39.268304,-76.650517,2022-02-21T17:19:00Z,2022-02-21,2,8,17:19:00
10564205,5901020A626D0CD3,2022/04/30 06:17:00+00,High,ED,OVERDOSE,P221200913,600 FALLSWAY,600 FALLSWAY BALTIMORE MD,Penn-Fallsway,Eastern,312,11,D7,Oldtown/Middle East,Census Tract 2805,NA,21202,1,0,239699,39.297102,-76.6102346,2022-04-30T06:17:00Z,2022-04-30,7,18,06:17:00
10564311,5901020A626D22A8,2022/04/30 07:51:00+00,High,SD,OVERDOSE,P221201075,600 CHERRY HILL RD,600 CHERRY HILL RD BALTIMORE MD,Cherry Hill,Southern,922,10,D7,Cherry Hill,Census Tract 2502.03,NA,21225,1,0,239702,39.250399,-76.623067,2022-04-30T07:51:00Z,2022-04-30,7,18,07:51:00
11172979,5901020A63210448,2022/09/13 18:29:00+00,High,NE,OVERDOSE,P222564103,3200 ERDMAN AV,3200 ERDMAN AV BALTIMORE MD,Belair-Edison,Northeastern,434,13,D5,Belair-Edison,Census Tract 801.02,Northeastern,21213,1,0,239920,39.320604,-76.572018,2022-09-13T18:29:00Z,2022-09-13,3,37,18:29:00
11178161,5901020A632249AA,2022/09/14 17:37:00+00,High,NE,OVERDOSE,P222573733,3800 SHANNON DR,3800 SHANNON DR BALTIMORE MD,Belair-Edison,Northeastern,432,13,D6,Belair-Edison,Census Tract 2603.02,NA,21213,1,0,240011,39.320605,-76.560674,2022-09-14T17:37:00Z,2022-09-14,4,37,17:37:00
10280257,5901020A62169976,2022/02/23 15:30:00+00,High,SD,OVERDOSE,P220542631,1800 ANNAPOLIS RD,1800 ANNAPOLIS RD BALTIMORE MD,Carroll - Camden Industrial Area,Southern,941,10,D7,Washington Village/Pigtown,Census Tract 2101,NA,21230,1,0,240157,39.271232,-76.630613,2022-02-23T15:30:00Z,2022-02-23,4,8,15:30:00
10285349,5901020A62181967,2022/02/24 18:48:00+00,High,SD,OVERDOSE,P220553306,900 DANTREY CT,900 DANTREY CT BALTIMORE MD,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.02,NA,21225,1,0,240227,39.22987,-76.599932,2022-02-24T18:48:00Z,2022-02-24,5,8,18:48:00
10286835,5901020A621899A7,2022/02/25 03:56:00+00,High,SD,OVERDOSE,P220560708,4200 FAIRHAVEN AV,4200 FAIRHAVEN AV BALTIMORE MD,Curtis Bay,Southern,911,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2505,NA,21226,1,0,240250,39.227518,-76.590218,2022-02-25T03:56:00Z,2022-02-25,6,8,03:56:00
11190422,5901020A63259CF0,2022/09/17 06:09:00+00,High,SD,OVERDOSE,P222600926,POTEE ST/W PATAPSCO AV,POTEE ST and W PATAPSCO AV BALTIMORE MD,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,NA,21225,1,0,240818,39.238731,-76.609809,2022-09-17T06:09:00Z,2022-09-17,7,38,06:09:00
11192916,5901020A63264B9B,2022/09/17 18:35:00+00,High,SD,OVERDOSE,P222603491,3700 POTEE ST,3700 POTEE ST BALTIMORE MD,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,NA,21225,1,0,240856,39.238103,-76.611754,2022-09-17T18:35:00Z,2022-09-17,7,38,18:35:00
10298463,5901020A621C9AF7,2022/02/28 04:50:00+00,High,CD,OVERDOSE,P220590767,1000 PENNSYLVANIA AV,1000 PENNSYLVANIA AV BALTIMORE MD,Heritage Crossing,Central,121,11,D8,Upton/Druid Heights,Census Tract 1703,Central,21201,1,0,241034,39.297916,-76.627696,2022-02-28T04:50:00Z,2022-02-28,2,9,04:50:00
10304227,5901020A621E9C39,2022/03/01 17:20:00+00,High,SE,OVERDOSE,P220602976,300 S EDEN ST,300 S EDEN ST BALTIMORE MD,Little Italy,Southeastern,211,12,D7,Harbor East/Little Italy,Census Tract 301,NA,21231,1,0,241147,39.287267,-76.598677,2022-03-01T17:20:00Z,2022-03-01,3,9,17:20:00
10821283,5801020A62BA5052,2022/06/27 20:50:00+00,High,NE,OVERDOSE,P221784137,HARFORD RD/EVERGREEN AV,HARFORD RD and EVERGREEN AV BALTIMORE MD,Hamilton Hills,Northeastern,423,3,D4,Harford/Echodale,Census Tract 2704.02,NA,21214,1,0,241251,39.344853,-76.567699,2022-06-27T20:50:00Z,2022-06-27,2,26,20:50:00
10597917,5901020A62772DF2,2022/05/07 22:41:00+00,High,WD,OVERDOSE,P221274126,1600 N MONROE ST,1600 N MONROE ST BALTIMORE MD,Easterwood,Western,741,7,D8,Sandtown-Winchester/Harlem Park,Census Tract 1502,Western,21217,1,0,241762,39.306704,-76.648222,2022-05-07T22:41:00Z,2022-05-07,7,19,22:41:00
11703903,5901020A63B0C371,2022/12/31 18:19:00+00,High,WD,OVERDOSE,P223653146,2300 REISTERSTOWN RD,2300 REISTERSTOWN RD BALTIMORE MD,Parkview/Woodbrook,Western,732,7,D2,Penn North/Reservoir Hill,Census Tract 1304,Western,21217,1,0,241823,39.314778,-76.648637,2022-12-31T18:19:00Z,2022-12-31,7,53,18:19:00
10684144,5A01020A62910263,2022/05/27 12:54:00+00,High,SD,OVERDOSE,P221472130,600 CHERRY HILL RD,600 CHERRY HILL RD BALTIMORE MD,Cherry Hill,Southern,922,10,D7,Cherry Hill,Census Tract 2502.07,NA,21225,1,0,241931,39.250399,-76.623067,2022-05-27T12:54:00Z,2022-05-27,6,21,12:54:00
10684362,5A01020A62910FE9,2022/05/27 13:52:00+00,High,CD,OVERDOSE,P221472335,PENNSYLVANIA AV/LAURENS ST,PENNSYLVANIA AV and LAURENS ST BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1402,NA,21217,1,0,241937,39.319732,-76.649533,2022-05-27T13:52:00Z,2022-05-27,6,21,13:52:00
10686026,5A01020A6291734D,2022/05/27 20:56:00+00,High,WD,OVERDOSE,P221473993,1100 N CARROLLTON AV,1100 N CARROLLTON AV BALTIMORE MD,Sandtown-Winchester,Western,743,9,D8,Sandtown-Winchester/Harlem Park,Census Tract 1601,Central,21217,1,0,241955,39.301321,-76.637675,2022-05-27T20:56:00Z,2022-05-27,6,21,20:56:00
10686656,5A01020A6291A3D8,2022/05/28 00:23:00+00,High,SW,OVERDOSE,P221480104,1200 S CATON AV,1200 S CATON AV BALTIMORE MD,Violetville,Southwestern,832,10,D10,Morrell Park/Violetville,Census Tract 2501.03,NA,21227,1,0,241970,39.2680397,-76.6682396,2022-05-28T00:23:00Z,2022-05-28,7,22,00:23:00
10687902,5A01020A62922AF4,2022/05/28 10:00:00+00,High,NW,OVERDOSE,P221481571,4000 BAREVA RD,4000 BAREVA RD BALTIMORE MD,East Arlington,Northwestern,643,6,D1,Dorchester/Ashburton,Census Tract 1511,NA,21215,1,0,242002,39.334355,-76.671275,2022-05-28T10:00:00Z,2022-05-28,7,22,10:00:00
11201956,5901020A6328E95C,2022/09/19 18:12:00+00,High,WD,OVERDOSE,P222623721,1400 N MOUNT ST,1400 N MOUNT ST BALTIMORE MD,Sandtown-Winchester,Western,743,7,D8,Sandtown-Winchester/Harlem Park,Census Tract 1502,NA,21217,1,0,242167,39.304366,-76.644933,2022-09-19T18:12:00Z,2022-09-19,2,38,18:12:00
11205693,5901020A6329EDB7,2022/09/20 12:43:00+00,High,ED,OVERDOSE,P222632613,700 FALLSWAY,700 FALLSWAY BALTIMORE MD,Penn-Fallsway,Eastern,312,12,D5,Unassigned -- Jail,Census Tract 1003,NA,21202,1,0,242189,39.2980605,-76.6105245,2022-09-20T12:43:00Z,2022-09-20,3,38,12:43:00
11361998,5A01020A6351EB3F,2022/10/20 20:43:00+00,High,ED,OVERDOSE,P222935246,1400 E MADISON ST,1400 E MADISON ST BALTIMORE MD,Gay Street,Eastern,313,12,D5,Oldtown/Middle East,Census Tract 1002,NA,21205,1,0,242655,39.299709,-76.598464,2022-10-20T20:43:00Z,2022-10-20,5,42,20:43:00
10315945,5901020A62225C93,2022/03/04 13:38:00+00,High,WD,OVERDOSE,P220632312,2800 WINDSOR AV,2800 WINDSOR AV BALTIMORE MD,Panway/Braddish Avenue,Western,731,7,D9,Greater Mondawmin,Census Tract 1507.02,NA,21216,1,0,242782,39.312628,-76.664381,2022-03-04T13:38:00Z,2022-03-04,6,9,13:38:00
10098976,5A01020A61D739A5,2022/01/06 13:49:00+00,High,CD,OVERDOSE,P220061907,500 DOLPHIN ST,500 DOLPHIN ST BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1702,NA,21201,1,0,243231,39.300967,-76.628035,2022-01-06T13:49:00Z,2022-01-06,5,1,13:49:00
10605368,5901020A62798CC9,2022/05/09 17:51:00+00,High,SD,OVERDOSE,P221293384,1600 PATAPSCO ST,1600 PATAPSCO ST BALTIMORE MD,South Baltimore,Southern,942,11,D7,Inner Harbor/Federal Hill,Census Tract 2302,NA,21230,1,0,243345,39.271288,-76.613175,2022-05-09T17:51:00Z,2022-05-09,2,19,17:51:00
10606294,5901020A6279C86D,2022/05/09 22:05:00+00,High,SD,OVERDOSE,P221294447,3600 4TH ST,3600 4TH ST BALTIMORE MD,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,Brooklyn,21225,1,0,243359,39.23728,-76.605418,2022-05-09T22:05:00Z,2022-05-09,2,19,22:05:00
10613276,5901020A627BEDF2,2022/05/11 13:10:00+00,High,CD,OVERDOSE,P221312280,LAURENS ST/BRUNT ST,LAURENS ST and BRUNT ST BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1402,NA,21217,1,0,243486,39.319732,-76.649533,2022-05-11T13:10:00Z,2022-05-11,4,19,13:10:00
10613870,5901020A627C151D,2022/05/11 15:57:00+00,High,NE,OVERDOSE,P221312850,4300 ORCHARD RIDGE BL,4300 ORCHARD RIDGE BL BALTIMORE MD,Orchard Ridge,Northeastern,433,13,D6,Claremont/Armistead,Census Tract 2603.03,NA,21213,1,0,243502,39.313983,-76.558342,2022-05-11T15:57:00Z,2022-05-11,4,19,15:57:00
10694741,5A01020A62941C40,2022/05/29 21:22:00+00,High,NW,OVERDOSE,P221493819,5500 PARK HEIGHTS AV,5500 PARK HEIGHTS AV BALTIMORE MD,Arlington,Northwestern,633,5,D1,Glen-Fallstaff,Census Tract 2719,NA,21215,1,0,243596,39.351648,-76.683876,2022-05-29T21:22:00Z,2022-05-29,1,22,21:22:00
10713177,5A01020A6299AAD9,2022/06/03 02:31:00+00,High,SW,OVERDOSE,P221540464,1900 SOMERWORTH ST,1900 SOMERWORTH ST BALTIMORE MD,Morrell Park,Southwestern,831,10,D7,Morrell Park/Violetville,Census Tract 2503.03,NA,21230,1,0,243791,39.268556,-76.64947,2022-06-03T02:31:00Z,2022-06-03,6,22,02:31:00
11230903,5901020A6330FD35,2022/09/25 21:15:00+00,High,ED,OVERDOSE,P222684139,1600 N WOLFE ST,1600 N WOLFE ST BALTIMORE MD,Broadway East,Eastern,331,12,D5,Greenmount East,Census Tract 806,Eastern1,21213,1,0,243936,39.30877,-76.591753,2022-09-25T21:15:00Z,2022-09-25,1,39,21:15:00
11241468,5901020A6333AE57,2022/09/27 22:15:00+00,High,NE,OVERDOSE,P222705232,3000 SHANNON DR,3000 SHANNON DR BALTIMORE MD,Belair-Edison,Northeastern,432,13,D5,Belair-Edison,Census Tract 2603.01,Northeastern,21213,1,0,244054,39.325727,-76.568405,2022-09-27T22:15:00Z,2022-09-27,3,39,22:15:00
11251347,5901020A6336386D,2022/09/29 20:29:00+00,High,WD,OVERDOSE,P222724623,PENNSYLVANIA AV/CUMBERLAND ST,PENNSYLVANIA AV and CUMBERLAND ST BALTIMORE MD,Sandtown-Winchester,Central,131,7,D9,Upton/Druid Heights,Census Tract 1501,Western,21217,1,0,244130,39.319732,-76.649533,2022-09-29T20:29:00Z,2022-09-29,5,39,20:29:00
11372971,5A01020A6354C58C,2022/10/23 00:39:00+00,High,WD,OVERDOSE,P222960155,PENNSYLVANIA AV/SCHOOL ST,PENNSYLVANIA AV and SCHOOL ST BALTIMORE MD,Sandtown-Winchester,Western,742,7,D8,Sandtown-Winchester/Harlem Park,Census Tract 1501,Western,21217,1,0,244232,39.319732,-76.649533,2022-10-23T00:39:00Z,2022-10-23,1,43,00:39:00
11377907,5A01020A63564B1D,2022/10/24 04:21:00+00,High,ED,OVERDOSE,P222970868,700 COKESBURY AV,700 COKESBURY AV BALTIMORE MD,East Baltimore Midway,Eastern,342,12,D5,Midway/Coldstream,Census Tract 908,NA,21218,1,0,244355,39.316241,-76.607746,2022-10-24T04:21:00Z,2022-10-24,2,43,04:21:00
11379643,5A01020A6356D0CE,2022/10/24 13:52:00+00,High,WD,OVERDOSE,P222972623,W NORTH AV/N MONROE ST,W NORTH AV and N MONROE ST BALTIMORE MD,Easterwood,Western,731,7,D9,Sandtown-Winchester/Harlem Park,Census Tract 1502,Western,21217,1,0,244382,41.629453,-79.679165,2022-10-24T13:52:00Z,2022-10-24,2,43,13:52:00
11379661,5A01020A6356D346,2022/10/24 14:02:00+00,High,WD,OVERDOSE,P222972657,1600 LORMAN CT,1600 LORMAN CT BALTIMORE MD,Sandtown-Winchester,Western,743,7,D8,Sandtown-Winchester/Harlem Park,Census Tract 1501,NA,21217,1,0,244384,39.3041373,-76.643265,2022-10-24T14:02:00Z,2022-10-24,2,43,14:02:00
11664869,5A01020A63A44F8A,2022/12/22 07:37:00+00,High,SW,OVERDOSE,P223561088,800 S CATON AV,800 S CATON AV BALTIMORE MD,Saint Agnes,Southwestern,832,10,D10,Morrell Park/Violetville,Census Tract 2501.03,NA,21229,1,0,244563,39.275185,-76.672118,2022-12-22T07:37:00Z,2022-12-22,5,51,07:37:00
10106549,5A01020A61DA1C3D,2022/01/08 18:20:00+00,High,ND,OVERDOSE,P220082936,5400 YORK RD,5400 YORK RD BALTIMORE MD,Mid-Govans,Northern,523,4,D2,Chinquapin Park/Belvedere,Census Tract 2708.05,NA,21212,1,0,244830,39.356167,-76.610299,2022-01-08T18:20:00Z,2022-01-08,7,2,18:20:00
10106720,5A01020A61DA235B,2022/01/08 18:50:00+00,High,ED,OVERDOSE,P220083035,N CAROLINE ST/E LANVALE ST,N CAROLINE ST and E LANVALE ST BALTIMORE MD,Oliver,Eastern,343,12,D5,Greenmount East,Census Tract 806,Eastern1,21213,1,0,244835,39.319732,-76.649533,2022-01-08T18:50:00Z,2022-01-08,7,2,18:50:00
10107819,5A01020A61DA8BF5,2022/01/09 02:17:00+00,High,ED,OVERDOSE,P220090435,500 E PRESTON ST,500 E PRESTON ST BALTIMORE MD,Johnston Square,Eastern,311,12,D5,Greenmount East,Census Tract 1001,NA,21202,1,0,244865,39.304796,-76.609346,2022-01-09T02:17:00Z,2022-01-09,1,2,02:17:00
10108776,5A01020A61DB0830,2022/01/09 11:07:00+00,High,NE,OVERDOSE,P220091436,1400 MONTPELIER ST,1400 MONTPELIER ST BALTIMORE MD,Coldstream Homestead Montebello,Northeastern,411,14,D5,The Waverlies,Census Tract 905,NA,21218,1,0,244886,39.322758,-76.599926,2022-01-09T11:07:00Z,2022-01-09,1,2,11:07:00
10621771,5901020A627E813F,2022/05/13 12:03:00+00,High,WD,OVERDOSE,P221332055,2200 W FAYETTE ST,2200 W FAYETTE ST BALTIMORE MD,Penrose/Fayette Street Outreach,Western,714,9,D8,Southwest Baltimore,Census Tract 2002,NA,21223,1,0,245122,39.289514,-76.651688,2022-05-13T12:03:00Z,2022-05-13,6,19,12:03:00
